the_geom,name,OBJECTID,FOLIO,ID,ZIPCODE,PHONE,CONTACT,TOTACRE,POINT_X,POINT_Y,CLASS,TYPE,MNGTAGCY,MUNICIPAL_,PROPNUM,PARKURL,AMPHITHEAT,AUDITORIUM,ARCHERY,BASEBALL,BASKETBALL,BEACH,BMXTRACK,BOATRAMP,CAMPGROUND,RVCAMPGROU,DOGPARK,EQUESTRIAN,FOOTBALL,FRISBEEGOL,GOLF,GOLFDRIVIN,GUNRANGE,GYMNASIUM,MARINA,MOUNTAINBI,NATURECENT,NATURETRAI,RAQUETBALL,REC_CENTER,ROLLERHOCK,SHELTER,SKATING,SOCCER,STADIUM,SWIMMING,TENNIS,TOTLOT,TRACK400,TRAIL,VOLLEYBALL,WETPLAYGRO,WIFI,ZOO,GlobalID,created_user,created_date,last_edited_user,last_edited_date,FACILITYPLAN,ART,BIKETRAIL,CANOE_LAUNCH,FITNESSZONE,PLAYGROUND,RESTROOM,Location 1,ADDRESS,CITY,lat,lon,park_size
POINT (-80.15126267303346 25.931184727548374),East Greynolds Park,423,722090110010,431,33160,305-945-3425,NA,56.75,935103.99922,581579.999939,Metropolitan Park,Area-Wide,MiamiDadePark,County,220902,http://www.miamidade.gov/parks/parks/eastgreynolds.asp,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{132A3EA7-6D88-4716-95DA-F1B43686D4CB},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/East Greynolds Park.pdf,No,No,No,No,No,No,"(25.93118, -80.15126)",16700 BISCAYNE BLVD,NORTH MIAMI BEACH,25.93118,-80.15126,Very Large Park
POINT (-80.45437275608855 25.71954466700368),Eden Lakes Park,424,3049200010330,432,33185,305-207-1730,NA,10,835804.000311,504129.99998,Neighborhood Park,Local,MiamiDadePark,County,492001,http://www.miamidade.gov/parks/eden-lakes.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{586CCD6B-3C95-48DA-812A-3B92913C10C9},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Eden Lakes Park.pdf,No,No,No,No,No,No,"(25.71954, -80.45437)",4751 SW 162ND AVE,MIAMI,25.71954,-80.45437,Large Park
POINT (-80.38609273301412 25.59790463700371),Eureka Park,425,3059360000060,433,33177,305-235-2151,NA,5.13,858488.000218,460018.99962,Community Park,Local,MiamiDadePark,County,593601,http://www.miamidade.gov/parks/parks/eureka.asp,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{3D0D1F52-E4A7-4AD4-8C17-976BEA2E862D},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Eureka Park.pdf,No,No,No,No,No,No,"(25.5979, -80.38609)",18320 SW 119TH AVE,MIAMI,25.5979,-80.38609,Large Park
POINT (-80.42394274355561 25.60102463717618),Eureka Villas Park,426,3059340150790,434,33177,305-254-5856,NA,5.32,846009.99958,461095.0001,Neighborhood Park,Local,MiamiDadePark,County,593402,http://www.miamidade.gov/parks/eureka-villas.asp,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{BE4BC0E6-84A1-4CD3-BE02-F7246E1D0919},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Eureka Villas Park.pdf,No,No,No,No,No,No,"(25.60102, -80.42394)",14301 SW 180TH ST,MIAMI,25.60102,-80.42394,Large Park
POINT (-80.47508275649882 25.522544617188707),Everglades Archers Range,427,3069300000370,435,33031,305-252-9750,NA,19,829270.00025,432502.999866,Special Activity Park,Area-Wide,MiamiDadePark,County,693002,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{8ED86034-B81A-4240-932D-F890F32F8A6E},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Everglades Archers Range.pdf,No,No,No,No,No,No,"(25.52254, -80.47508)",SW 264TH ST / SW 175TH AVE,MIAMI,25.52254,-80.47508,Very Large Park
POINT (-80.27291270128546 25.677024660106014),Fairchild Tropical Botanic Garden,428,351060060120,436,33156,305-667-1651,NA,68,895633.99942,488963.999476,Special Activity Park,Area-Wide,MiamiDadePark,County,510602,http://www.ftg.org/,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{36B270C4-605E-4BBF-82DE-183214465BF0},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Fairchild Tropical Botanic Garden.pdf,No,No,No,No,No,No,"(25.67702, -80.27291)",10901 OLD CUTLER RD,CORAL GABLES,25.67702,-80.27291,Very Large Park
POINT (-80.36445272655313 25.61417464225639),Fairwood Park,429,3050290000390,437,33157,305-233-3150,NA,10,865591.99979,465965.99987,Neighborhood Park,Local,MiamiDadePark,County,502901,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{F49661FB-4A81-48A4-A24B-CF443E24F829},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Fairwood Park.pdf,No,No,No,No,No,No,"(25.61417, -80.36445)",16651 SW 107TH AVE,MIAMI,25.61417,-80.36445,Large Park
POINT (-80.22255269101187 25.85290470563584),Fernville Park,430,3031110000240,438,33147,305-386-0227,NA,0.48,911842.999807,552984.000373,Mini Park,Local,MiamiDadePark,County,311102,http://www.miamidade.gov/parks/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{65C2B8DE-3403-455B-A58C-E286713EACD9},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Fernville Park.pdf,No,No,No,No,No,No,"(25.8529, -80.22255)",8517 NW 14TH CT,MIAMI,25.8529,-80.22255,Small Park
POINT (-80.46082275594827 25.673624655582657),Forest Lakes Park,431,3059050120350,439,33196,305-380-6917,NA,5.69,833748.000814,487430.000904,Neighborhood Park,Local,MiamiDadePark,County,590501,http://www.miamidade.gov/parks/forest-lakes.asp,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{E51248A9-9CF4-4935-85DD-D44E6790ECDD},MiamiDadePark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Forest Lakes Park.pdf,No,No,No,No,No,No,"(25.67362, -80.46082)",16351 SW 99 ST,MIAMI,25.67362,-80.46082,Large Park
POINT (-80.28738270998315 25.821694696499264),Miami Springs Tennis / Raquetball Facility,432,531180161760,440,33166,305-805-5080,305-805-5075,2,890583.04692,541517.56268,Community/Neighborhood,Local,MiamiSpringsPark,Municipal,311952,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,{C4989A87-755C-437B-B163-773B00A39FB8},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82169, -80.28738)",FLAMINGO CIR / WESTWARD DR,Miami Springs,25.82169,-80.28738,Medium Park
POINT (-80.16362267028278 25.693924667026614),Village Green Park,446,2442320020131,453,33149,NA,305-365-8900,9,931588.35992,495317.26334,Community/Neighborhood,Local,KeyBiscaynePark,Municipal,423250,http://keybiscayne.fl.gov/index.php?submenu=_play_fields&src=gendocs&ref=Pa,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,{0855C409-861C-4E87-8CAD-38D20EF31426},KeyBiscaynePark,03/24/2014 06:00:30 PM,KeyBiscaynePark,03/30/2017 07:36:13 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.69392, -80.16362)",450 CRANDON BLVD,Key Biscayne,25.69392,-80.16362,Large Park
POINT (-80.3093427179079 25.877594710357048),Sparks Park,456,420350010080,463,33012,305-821-3425,William Sanchez,9,883250.625234,561798.250461,Neighborhood Park,Local,HialeahPark,Municipal,203551,http://www.hialeahfl.gov/index.php?lang=en#,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,{DC84BD80-A73B-4836-AF38-A07CAE16CBDF},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.87759, -80.30934)",1301 W 60TH ST,Hialeah,25.87759,-80.30934,Large Park
POINT (-80.26754270367103 25.853924704518587),James H. Bright Park,485,431050000100,492,33013,NA,Kenneth Soler,4,897043.16687,553268.52966,Neighborhood Park,Local,HialeahPark,Municipal,310550,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,{FB7C0CA4-1DE0-4E54-BB7F-CB629B4E6323},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:43 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.85392, -80.26754)",750 E 35TH ST,Hialeah,25.85392,-80.26754,Medium Park
POINT (-80.28198270773991 25.826924698042273),Villa Aida Adult Community Center,500,431180012270,507,33010,305-883-8020,Marla Alpizar,1,892349.4512,543427.69829,Single Purpose Park,Local,HialeahPark,Municipal,311851,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{73DFABE0-F42F-446F-9B16-49BBB20A812C},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82692, -80.28198)",20 W 6TH ST,Hialeah,25.82692,-80.28198,Small Park
POINT (-80.29636271243263 25.841744701693575),Rudolph Reid Park,503,430120091530,510,33010,305-884-5515,Kenneth Soler,1,887590.7888,548789.47136,Neighborhood Park,Local,HialeahPark,Municipal,301253,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,{AE879BDC-44D4-42DE-8F0C-DE2FCCCDF98F},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:47 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.84174, -80.29636)",2245 W 7TH CT,Hialeah,25.84174,-80.29636,Small Park
POINT (-80.31707272002943 25.891344713946847),Palm Lakes Park,509,420260010400,516,33014,305-557-1231,William Sanchez,2,880683.95222,566782.161097,Neighborhood Park,Local,HialeahPark,Municipal,201650,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,{A3909EF2-DB21-46C8-88F2-2D0BF0800D3A},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.89134, -80.31707)",7460 W 16TH AVE,Hialeah,25.89134,-80.31707,Medium Park
POINT (-80.27201270525345 25.81246469440933),Charles B Stafford Park,533,531200000350,540,33166,NA,NA,12,895658.96525,538193.084417,Community Park,Local,MiamiSpringsPark,Municipal,312052,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,{B1C3F4DC-1648-42F4-93AF-FB0547F21F11},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,Yes,No,No,"(25.81246, -80.27201)",501 EAST DR,Miami Springs,25.81246,-80.27201,Large Park
POINT (-80.27793270628206 25.817484696100266),Deleon Park,534,531190120290,541,33166,NA,305-805-5075,0,893699.562013,540006.631315,Mini Park,Local,MiamiSpringsPark,Municipal,311950,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C6AC0D6B-B8E0-47DD-9811-5FB63CE5F055},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.81748, -80.27793)",DE LEON DR / MORNINGSIDE DR,Miami Springs,25.81748,-80.27793,Small Park
POINT (-80.29211271095825 25.829384698444596),Dove Avenue Park,535,530130020010,542,33166,NA,NA,6,889011.929328,544306.47573,Community Park,Local,MiamiSpringsPark,Municipal,301351,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,{704B8744-207B-44F6-9E53-C26DBA2FF5B0},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82938, -80.29211)",DOVE AVE / SHADOW WAY,Miami Springs,25.82938,-80.29211,Large Park
POINT (-80.26389270224625 25.811624694109145),Three Friends Park,554,431200240270,560,33010,NA,Edward Acosta,0,898329.01273,537901.91439,Mini Park,Local,HialeahPark,Municipal,312051,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{0CAC17DF-23FB-4A30-B359-F9DD2D1E800E},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.81162, -80.26389)",SE PARK DR / SE 8TH CT,Hialeah,25.81162,-80.26389,Small Park
POINT (-80.34523272128044 25.61845464374764),Perrine Wayside Dog Park,561,3350280000410,567,33157,(305) 259-1234,305-259-1234,3,871918.348357,467551.003916,Community Park,Local,PalmettoBayPark,Municipal,502801,http://www.palmettobay-fl.gov/content/perrine-wayside-park-16425-south-dixi,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,Yes,No,{2AA61553-64DB-4668-8963-0C0B9C9C897C},PalmettoBayPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.61845, -80.34523)",16425 S DIXIE HWY,Palmetto Bay,25.61845,-80.34523,Medium Park
POINT (-80.30580271608798 25.890774713622275),McDonald Park,580,420250010470,586,33014,305-824-5700,Kenneth Soler,19,884391.062257,566592.62473,Neighborhood Park,Local,HialeahPark,Municipal,202552,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,{180ACF3A-446D-4DDE-982F-ACF10A5C0A53},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,Yes,No,No,"(25.89077, -80.3058)",7505 W 12TH AVE,Hialeah,25.89077,-80.3058,Very Large Park
POINT (-80.28158270770682 25.821274696671313),Circle Park,595,NA,601,33166,NA,305-805-5075,1,892491.3118,541374.650232,Metropolitan Park,Local,MiamiSpringsPark,Municipal,311951,http://www.miamisprings-fl.gov/parksandrecreation,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{C9735720-358C-416A-829C-E7A68448988D},MiamiSpringsPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82127, -80.28158)",CURTISS PKWY / S  ROYAL POINCIANA BLVD,Miami Springs,25.82127,-80.28158,Small Park
POINT (-80.2992527130759 25.847174702163173),Walker Park / Pool,597,430120140020,603,33010,305-884-5514,William Sanchez,9,886627.25004,550757.811912,Neighborhood Park,Local,HialeahPark,Municipal,301251,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,{07441484-C7D1-42FE-A69C-A70C8C691ABA},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.84717, -80.29925)",880 W 29TH ST,Hialeah,25.84717,-80.29925,Large Park
POINT (-80.29274271204342 25.843044702114668),Cotson Park,605,430120390010,611,33010,NA,William Sanchez,3,888777.249023,549267.249604,Neighborhood Park,Local,HialeahPark,Municipal,301252,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,{C97F55C1-3BE4-4CA3-B506-549E449CABAC},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:41 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.84304, -80.29274)",574 W 23RD ST,Hialeah,25.84304,-80.29274,Medium Park
POINT (-80.12097266383586 25.95500473436741),Heritage Park,613,3122020110040,619,33160,NA,305-792-1706,4,945002.0621,590303.7489,Community Park,Local,SunnyIslesBeachPark,Municipal,14172,http://www.sibfl.net/ccs/parks/heritagepark/,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,{07CC25D9-FEE5-43C1-9257-C3053A6A86C1},SunnyIslesBeachPark,03/24/2014 06:00:30 PM,SunnyIslesBeachPark,02/18/2017 02:43:51 AM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.955, -80.12097)",19200 COLLINS AVE,Sunny Isles Beach,25.955,-80.12097,Medium Park
POINT (-80.12942266655594 25.929454727114397),Bella Vista Bay Park,614,3122140070210,620,33160,NA,305-792-1706,0,942286.623631,580998.061799,Community/Neighborhood,Local,SunnyIslesBeachPark,Municipal,49944,http://www.sibfl.net/bellavistabaypark/,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{FA8F3566-77C4-4D2C-8582-527115AE5D10},SunnyIslesBeachPark,03/24/2014 06:00:30 PM,SunnyIslesBeachPark,02/18/2017 05:53:55 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.92945, -80.12942)",500 SUNNY ISLES BLVD,Sunny Isles Beach,25.92945,-80.12942,Small Park
POINT (-80.29937271542144 25.910834718812172),Picnic Park East,634,3220240180010,639,33014,NA,305-819-7768,2,886465.93737,573895.0619,Neighborhood Park,Local,MiamiLakesPark,Municipal,202419,www.miamilakes-fl.gov/parks,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No,Yes,No,Yes,No,No,No,No,{8C3ECBAC-3F2C-4BFD-AD9D-1E2F90A56EBD},MiamiLakesPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:46 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.91083, -80.29937)",6075 MIAMI LAKES DR,Miami Lakes,25.91083,-80.29937,Medium Park
POINT (-80.29050271078017 25.84281470174325),Ethel Primus Park,647,430120101490,652,33010,NA,Kenneth Soler,0,889515.937506,549187.87476300006,Mini Park,Local,HialeahPark,Municipal,310750,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,{4E68DDD3-9DE2-4011-AECC-32E4E8167E6E},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.84281, -80.2905)",RED RD / W 23RD ST,Hialeah,25.84281,-80.2905,Small Park
POINT (-80.204692685672 25.834154701439232),Athalie Range Park,682,131130270010,687,33150,305-637-1061,SHARON MASON,12,917756.124792,546202.562492,Community/Neighborhood,Local,MiamiPark,Municipal,311351,http://www.miamigov.com/Parks/park_range.html,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,{9E93CB9E-0C8B-42C4-B8E1-48CFA1E2D410},MiamiPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.83415, -80.20469)",525 NW 62ND ST,Miami,25.83415,-80.20469,Large Park
POINT (-80.38477273775584 25.827564695599058),Doral Meadow Park,691,3530180040010,696,33178,305-593-6606,305-593-6600,14,858534.750125,543491.8727,Community/Neighborhood,Local,DoralPark,Municipal,301801,http://www.cityofdoral.com/parks,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,{BAC44452-0A00-498C-A66C-F59F1368B597},DoralPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:42 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,Yes,No,No,"(25.82756, -80.38477)",11555 NW 58TH ST,Doral,25.82756,-80.38477,Very Large Park
POINT (-80.28496270969315 25.8651847071267),Milander Park,730,431060450010,733,33012,305-557-6770,William Sanchez,24,891294.267283,557330.339777,Neighborhood Park,Local,HialeahPark,Municipal,310650,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,{808F9E62-FD10-4236-90C6-12647FB4CA0F},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:44 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.86518, -80.28496)",4800 PALM AVE,Hialeah,25.86518,-80.28496,Very Large Park
POINT (-80.31401271860854 25.889274713652767),Timothy H. Artman Park,738,420260010726,741,33014,NA,William sanchez,7,881694.77401,566036.587457,Greenway Park,Local,HialeahPark,Municipal,202650,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,{E8BE41ED-C8A3-477E-979C-A382507B9035},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:48 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.88927, -80.31401)",1550 W 76TH ST,Hialeah,25.88927,-80.31401,Large Park
POINT (-80.36316273233041 25.822934694884886),Morgan Levy Park,749,3530200000050,752,33178,305-482-9591,305-482-9590,14,865652.56266,541841.68736,Community/Neighborhood,Local,DoralPark,Municipal,302001,http://www.cityofdoral.com/parks,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,{441EB5F9-D44F-41F6-B569-A36A4E0EC7AD},DoralPark,03/24/2014 06:00:30 PM,DoralPark,03/29/2017 02:31:45 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,Yes,No,No,"(25.82293, -80.36316)",5300 NW 102ND AVE,Doral,25.82293,-80.36316,Very Large Park
POINT (-80.27137270502084 25.82761469829465),Benny Babcock Park & Pool,751,431170000060,754,33010,395-883-8025,Kenneth Soler,18,895837.12237,543697.44217,Neighborhood Park,Local,HialeahPark,Municipal,311750,http://www.hialeahfl.gov/index.php?option=com_content&view=article&id=244&I,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,{2C4AC559-BB1A-406A-A671-6C7F923A9E45},HialeahPark,03/24/2014 06:00:30 PM,PROSO,10/28/2016 05:54:40 PM,http://gisweb.miamidade.gov/parks305/images/parkplans/plans/Not Available.pdf,No,No,No,No,No,No,"(25.82761, -80.27137)",651 E 4TH AVE,Hialeah,25.82761,-80.27137,Very Large Park
